Handle	Title	Body (HTML)	Vendor	Product Category	Type	Tags	Published	Option1 Name	Option1 Value	Option1 Linked To	Option2 Name	Option2 Value	Option2 Linked To	Option3 Name	Option3 Value	Option3 Linked To	Variant SKU	Variant Grams	Variant Inventory Tracker	Variant Inventory Qty	Variant Inventory Policy	Variant Fulfillment Service	Variant Price	Variant Compare At Price	Variant Requires Shipping	Variant Taxable	Unit Price Total Measure	Unit Price Total Measure Unit	Unit Price Base Measure	Unit Price Base Measure Unit	Variant Barcode	Image Src	Image Position
touch-sensor-table-lamp-with-3-light-modes	Touch Sensor Table Lamp with 3 Light Modes	"<p><strong>Key Features:</strong></p>
<ul>
<li>Touch sensor control â€” easy on/off and brightness adjustment</li>
<li>3 color light modes: warm, natural, and cool white</li>
<li>Elegant gold metallic base with pleated lampshade</li>
<li>Ideal for bedside, study, or living room lighting</li>
<li>USB powered with stable illumination</li>
<li>Compact, lightweight, and durable design</li>
</ul>"	Cosmo Decorpk	Home & Garden > Lighting > Lamps > Table Lamps			TRUE	Color	white	product.metafields.shopify.color-pattern								500	shopify	10	deny	manual	3000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image1_5.jpg?v=1759910302	1
touch-sensor-table-lamp-with-3-light-modes									black									500	shopify	10	deny	manual	3000		TRUE	TRUE							
touch-sensor-table-lamp-with-3-light-modes									green									500	shopify	10	deny	manual	3000		TRUE	TRUE							
artificial-succulent-plant-with-yellow-orange-tips	Artificial Succulent Plant with Yellow-Orange Tips	"<p data-start=""605"" data-end=""624""><strong data-start=""605"" data-end=""622"">Key Features:</strong></p>
<ul data-start=""625"" data-end=""1112"">
<li data-start=""625"" data-end=""736"">
<p data-start=""627"" data-end=""736"">ðŸŒ¼ <strong data-start=""630"" data-end=""661"">Realistic Succulent Design:</strong> Green leaves with warm yellow-orange accents for a natural, sunlit look.</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Decoration material	plastic	product.metafields.shopify.decoration-material								500	shopify	20	deny	manual	1500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image0_1.jpg?v=1759047506	1
artificial-succulent-plant-in-white-ceramic-pot-small-potted-greenery-for-home-office-decor	Artificial Succulent Plant in White Ceramic Pot Small Potted Greenery for Home & Office DÃ©cor	<p>Add a refreshing touch of greenery to your space with this artificial succulent plant in a stylish white ceramic pot. Perfect for desks, shelves, or tabletops, it brings a natural vibe without any upkeep</p>	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Color	clear	product.metafields.shopify.color-pattern								500	shopify	20	deny	manual	1500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image2_2.jpg?v=1759047192	1
artificial-white-lotus-flower-with-decorative-black-pot	Artificial White Lotus Flower with Decorative Black Pot	"<p data-start=""558"" data-end=""577""><strong data-start=""558"" data-end=""575"">Key Features:</strong></p>
<ul data-start=""578"" data-end=""1030"">
<li data-start=""578"" data-end=""674"">
<p data-start=""580"" data-end=""674"">ðŸŒ¸ <strong data-start=""583"" data-end=""604"">Realistic Design:</strong> Beautifully crafted white lotus flowers with lifelike green leaves.</p>
</li>
<li data-start=""675"" data-end=""779"">
<p data-start=""677"" data-end=""779"">ðŸª´ <strong data-start=""680"" data-end=""696"">Durable Pot:</strong> Comes in a black woven-style decorative pot with a white rim for a modern touch.</p>
</li>
<li data-start=""780"" data-end=""853"">
<p data-start=""782"" data-end=""853"">ðŸ’§ <strong data-start=""785"" data-end=""806"">Maintenance-Free:</strong> No watering, trimming, or sunlight required.</p>
</li>
<li data-start=""854"" data-end=""943"">
<p data-start=""856"" data-end=""943"">ðŸ¡ <strong data-start=""859"" data-end=""877"">Versatile Use:</strong> Ideal for home dÃ©cor, office spaces, hotels, or special events.</p>
</li>
<li data-start=""944"" data-end=""1030"">
<p data-start=""946"" data-end=""1030"">ðŸŽ <strong data-start=""949"" data-end=""966"">Perfect Gift:</strong> A thoughtful housewarming, festive, or corporate gift option.</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	Planter color	Black									3000	shopify	20	deny	manual	7000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image5_3.jpg?v=1759047048	1
artificial-white-lotus-flower-with-decorative-black-pot									White									3000	shopify	20	deny	manual	7500		TRUE	TRUE							
white-ceramic-donut-vase-minimalist-hollow-round-flower-vase-for-home-decor	White Ceramic Donut Vase â€“ Minimalist Hollow Round Flower Vase for Home DÃ©cor	"<h2 data-start=""562"" data-end=""581"">âœ¨ Key Features</h2>
<ul data-start=""582"" data-end=""1010"">
<li data-start=""582"" data-end=""660"">
<p data-start=""584"" data-end=""660""><strong data-start=""584"" data-end=""606"">Unique Donut Shape</strong> â€“ Modern hollow round design adds style &amp; character</p>
</li>
<li data-start=""661"" data-end=""736"">
<p data-start=""663"" data-end=""736""><strong data-start=""663"" data-end=""691"">Premium Ceramic Material</strong> â€“ Durable, glossy finish with smooth edges</p>
</li>
<li data-start=""737"" data-end=""831"">
<p data-start=""739"" data-end=""831""><strong data-start=""739"" data-end=""765"">Versatile DÃ©cor Accent</strong> â€“ Use with flowers, pampas grass, or as a stand-alone art piece</p>
</li>
<li data-start=""832"" data-end=""927"">
<p data-start=""834"" data-end=""927""><strong data-start=""834"" data-end=""861"">Minimalist White Finish</strong> â€“ Blends with any interior style: modern, boho, or contemporary</p>
</li>
<li data-start=""928"" data-end=""1010"">
<p data-start=""930"" data-end=""1010""><strong data-start=""930"" data-end=""946"">Perfect Size</strong> â€“ Ideal for coffee tables, shelves, desks, and entryway dÃ©cor</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	Color	white	product.metafields.shopify.color-pattern								500	shopify	4	deny	manual	1500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image6_1.jpg?v=1759046623	1
white-ceramic-donut-vase-minimalist-hollow-round-flower-vase-for-home-decor									blue									500	shopify	10	deny	manual	1500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image3_2.jpg?v=1759046783	2
4-5-ft-artificial-money-plant-with-pvc-plastic-leaves-in-grp-non-breakable-planter	4.5 ft Artificial Money Plant with PVC Plastic Leaves in GRP Non-Breakable Planter	"<h2 data-start=""592"" data-end=""611"">âœ¨ Key Features</h2>
<ul data-start=""612"" data-end=""1039"">
<li data-start=""612"" data-end=""696"">
<p data-start=""614"" data-end=""696""><strong data-start=""614"" data-end=""639"">Realistic Money Plant</strong> â€“ Lush PVC plastic leaves with natural texture &amp; color</p>
</li>
<li data-start=""697"" data-end=""793"">
<p data-start=""699"" data-end=""793""><strong data-start=""699"" data-end=""727"">4.5 ft Tall Indoor Plant</strong> â€“ Perfect for floor display in living rooms, offices &amp; hallways</p>
</li>
<li data-start=""794"" data-end=""891"">
<p data-start=""796"" data-end=""891""><strong data-start=""796"" data-end=""819"">Durable GRP Planter</strong> â€“ Non-breakable, lightweight, and elegant design with gold rim finish</p>
</li>
<li data-start=""892"" data-end=""962"">
<p data-start=""894"" data-end=""962""><strong data-start=""894"" data-end=""914"">Maintenance-Free</strong> â€“ No watering, sunlight, or trimming required</p>
</li>
<li data-start=""963"" data-end=""1039"">
<p data-start=""965"" data-end=""1039""><strong data-start=""965"" data-end=""984"">Versatile DÃ©cor</strong> â€“ Complements modern, classic, and minimal interiors</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Non-Flowering Plants			TRUE	Planter color	White									0	shopify	10	deny	manual	4500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image4_4.jpg?v=1759046508	1
4-5-ft-artificial-money-plant-with-pvc-plastic-leaves-in-grp-non-breakable-planter									Black									0	shopify	9	deny	manual	4500		TRUE	TRUE							
decorative-ceramic-flower-pot-with-artificial-flowers-metal-stand-4-5-ft-tall-indoor-floor-vase	Decorative Ceramic Flower Pot with Artificial Flowers & Metal Stand â€“ 4.5 ft Tall Indoor Floor Vase	"<h2 data-start=""640"" data-end=""659"">âœ¨ Key Features</h2>
<ul data-start=""660"" data-end=""1073"">
<li data-start=""660"" data-end=""737"">
<p data-start=""662"" data-end=""737""><strong data-start=""662"" data-end=""685"">Premium Ceramic Pot</strong> â€“ Glossy red round pot adds luxury and durability</p>
</li>
<li data-start=""738"" data-end=""818"">
<p data-start=""740"" data-end=""818""><strong data-start=""740"" data-end=""774"">4.5 ft Height with Metal Stand</strong> â€“ Perfect floor dÃ©cor piece for any space</p>
</li>
<li data-start=""819"" data-end=""903"">
<p data-start=""821"" data-end=""903""><strong data-start=""821"" data-end=""851"">Vibrant Artificial Flowers</strong> â€“ Maintenance-free, long-lasting &amp; realistic look</p>
</li>
<li data-start=""904"" data-end=""987"">
<p data-start=""906"" data-end=""987""><strong data-start=""906"" data-end=""933"">Sturdy Black Metal Base</strong> â€“ Modern design that ensures stability and elegance</p>
</li>
<li data-start=""988"" data-end=""1073"">
<p data-start=""990"" data-end=""1073""><strong data-start=""990"" data-end=""1014"">Versatile Decoration</strong> â€“ Ideal for living rooms, offices, hotels, and entryways</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Artificial Flora > Artificial Flowering Plants			TRUE	stand	With stand									0	shopify	19	deny	manual	6500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image9_5f2755ef-14cc-427e-b810-3e182916a64e.jpg?v=1759046202	1
decorative-ceramic-flower-pot-with-artificial-flowers-metal-stand-4-5-ft-tall-indoor-floor-vase									Without stand									0	shopify	20	deny	manual	6500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/image7_3.jpg?v=1759045490	2
white-ceramic-flower-vase-accented-with-luxurious-gold-detailing-and-3d-floral	white ceramic flower vase accented with luxurious gold detailing and 3D floral	"<ul>
<li data-start=""538"" data-end=""614"">
<p data-start=""540"" data-end=""614""><strong data-start=""540"" data-end=""559"">Premium Ceramic</strong> â€“ Durable, glossy white finish with gold highlights.</p>
</li>
<li data-start=""615"" data-end=""695"">
<p data-start=""617"" data-end=""695""><strong data-start=""617"" data-end=""637"">3D Floral Design</strong> â€“ Handcrafted gold-edged flowers for a luxurious touch.</p>
</li>
<li data-start=""696"" data-end=""773"">
<p data-start=""698"" data-end=""773""><strong data-start=""698"" data-end=""719"">Multi-Purpose Use</strong> â€“ Ideal as a flower vase or decorative table piece.</p>
</li>
<li data-start=""774"" data-end=""852"">
<p data-start=""776"" data-end=""852""><strong data-start=""776"" data-end=""795"">Versatile DÃ©cor</strong> â€“ Perfect for living room, bedroom, office or hallway.</p>
</li>
<li data-start=""853"" data-end=""929"">
<p data-start=""855"" data-end=""929""><strong data-start=""855"" data-end=""869"">Gift Ready</strong> â€“ Great for weddings, housewarming, or festive occasions.</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	Color	floral	product.metafields.shopify.color-pattern								2000	shopify	10	deny	manual	5500		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_4_7.jpg?v=1758796064	1
white-gold-ceramic-flower-vase-luxury-decorative-table-centerpiece	White & Gold Ceramic Flower Vase â€“ Luxury Decorative Table Centerpiece	"<p>Features :</p>
<ul>
<li data-start=""538"" data-end=""614"">
<p data-start=""540"" data-end=""614""><strong data-start=""540"" data-end=""559"">Premium Ceramic</strong> â€“ Durable, glossy white finish with gold highlights.</p>
</li>
<li data-start=""615"" data-end=""695"">
<p data-start=""617"" data-end=""695""><strong data-start=""617"" data-end=""637"">3D Floral Design</strong> â€“ Handcrafted gold-edged flowers for a luxurious touch.</p>
</li>
<li data-start=""696"" data-end=""773"">
<p data-start=""698"" data-end=""773""><strong data-start=""698"" data-end=""719"">Multi-Purpose Use</strong> â€“ Ideal as a flower vase or decorative table piece.</p>
</li>
<li data-start=""774"" data-end=""852"">
<p data-start=""776"" data-end=""852""><strong data-start=""776"" data-end=""795"">Versatile DÃ©cor</strong> â€“ Perfect for living room, bedroom, office or hallway.</p>
</li>
<li data-start=""853"" data-end=""929"">
<p data-start=""855"" data-end=""929""><strong data-start=""855"" data-end=""869"">Gift Ready</strong> â€“ Great for weddings, housewarming, or festive occasions.</p>
</li>
</ul>"	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	Color	floral	product.metafields.shopify.color-pattern								2000	shopify	10	deny	manual	7000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_0_8.jpg?v=1758795515	1
modern-ceramic-decorative-vase-blue-gold-abstract-design-elegant-table-flower-vase	Modern Ceramic Decorative Vase â€“ Blue & Gold Abstract Design, Elegant Table Flower Vase	"<p>FeaturesÂ </p>
<article class=""text-token-text-primary w-full focus:outline-none scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:da8f7acd-a6bb-4b3e-bd92-9511d48ca68f-4"" data-testid=""conversation-turn-10"" data-scroll-anchor=""true"" data-turn=""assistant"" tabindex=""-1"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:--spacing(4)] thread-sm:[--thread-content-margin:--spacing(6)] thread-lg:[--thread-content-margin:--spacing(16)] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] thread-lg:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"" tabindex=""-1"">
<div class=""flex max-w-full flex-col grow"">
<div data-message-author-role=""assistant"" data-message-id=""2d7134f8-7356-4c4e-8c3c-c335f136c036"" dir=""auto"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal [.text-message+&amp;]:mt-5"" data-message-model-slug=""gpt-5"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose dark:prose-invert w-full break-words light markdown-new-styling"">
<ul data-start=""59"" data-end=""501"" data-is-last-node="""" data-is-only-node="""">
<li data-start=""59"" data-end=""124"">
<p data-start=""61"" data-end=""124""><strong data-start=""61"" data-end=""80"">Premium Ceramic</strong> â€“ Durable and high-quality glossy finish.</p>
</li>
<li data-start=""125"" data-end=""201"">
<p data-start=""127"" data-end=""201""><strong data-start=""127"" data-end=""149"">Blue &amp; Gold Design</strong> â€“ Modern abstract pattern with textured gold top.</p>
</li>
<li data-start=""202"" data-end=""282"">
<p data-start=""204"" data-end=""282""><strong data-start=""204"" data-end=""231"">Decorative &amp; Functional</strong> â€“ Perfect for flowers or as a table centerpiece.</p>
</li>
<li data-start=""283"" data-end=""367"">
<p data-start=""285"" data-end=""367""><strong data-start=""285"" data-end=""304"">Versatile DÃ©cor</strong> â€“ Ideal for living room, bedroom, office or farmhouse style.</p>
</li>
<li data-start=""368"" data-end=""425"">
<p data-start=""370"" data-end=""425""><strong data-start=""370"" data-end=""387"">Easy to Clean</strong> â€“ Smooth surface for quick dusting.</p>
</li>
<li data-start=""426"" data-end=""501"" data-is-last-node="""">
<p data-start=""428"" data-end=""501"" data-is-last-node=""""><strong data-start=""428"" data-end=""442"">Gift Ready</strong> â€“ Great for housewarming, weddings or festive occasions.</p>
</li>
</ul>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
<div class=""mt-3 w-full empty:hidden"">
<div class=""text-center""><br></div>
</div>
</div>
</div>
</article>"	Cosmo Decorpk	Home & Garden > Decor > Vases			TRUE	Dimensions	12 inch									2000	shopify	10	deny	manual	5000		TRUE	TRUE						https://cdn.shopify.com/s/files/1/0899/9301/9639/files/photo-output_5_8.jpg?v=1758794877	1
